instability_event_uid,subject,session_stamp,anchor_time_rel_s,recommended_decision,instability_role,instability_review_score,road_guided_instability_score,old_v400_min_abs_anchor_gap_s,old_v400_road_type_mode,road_design_instance_name,road_design_risk_class,road_design_mapping_reliability,road_design_nearest_dist_m,peak_abs_ay_event,peak_abs_roll_rate_window,peak_abs_yaw_rate_window,steering_delta_peak_post3s,nearest_module_boundary_time_rel_s,nearest_module_boundary_type,nearest_module_boundary_delta_s,active_module_name_at_old_anchor,active_instance_name_at_old_anchor,active_module_reliability_at_old_anchor,active_module_risk_class_cn,nearest_boundary_instance_name,nearest_boundary_reliability
vehicle_instability_onset__byx__2025_09_28_17_35_43__000494480,byx,2025_09_28_17_35_43,494.48,hybrid_accept_medium,instability_ay_only,46.88,65.31,3.145,straight,mu1,design_high_risk_surface,very_low,680.973906,3.32884,0.10933,0.126074,0.341212,470.5,entry,-23.98,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__byx__2025_09_28_17_35_43__000505080,byx,2025_09_28_17_35_43,505.08,hybrid_accept_medium,instability_ay_only,50.44,64.3,,none,mu1,design_high_risk_surface,very_low,648.581552,5.96964,0.105057,0.140255,0.245917,470.5,entry,-34.58,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__byx__2025_09_28_17_35_43__000552150,byx,2025_09_28_17_35_43,552.15,hybrid_reject_low_evidence,instability_ay_only,35.31,42.76,1.45,straight,mu1,design_high_risk_surface,very_low,515.902744,1.85765,0.079534,0.057476,0.382576,585.805,exit,33.655,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__byx__2025_09_28_17_35_43__000568390,byx,2025_09_28_17_35_43,568.39,hybrid_accept_medium,instability_ay_only,52.64,72.09,3.195,straight,mu1,design_high_risk_surface,very_low,1026.566203,3.06957,0.142826,0.157148,0.41469,585.805,exit,17.415,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__byx__2025_09_28_17_46_00__000051315,byx,2025_09_28_17_46_00,51.315,hybrid_accept_high,instability_ay_only,83.99,100.0,0.08,straight,longstraight,design_regular_road,high,4.057159,12.0338,2.21751,1.21613,1.127919,51.5,exit,0.185,longstraight,longstraight,high,长直线路段,longstraight,high
vehicle_instability_onset__byx__2025_09_28_17_46_00__000067740,byx,2025_09_28_17_46_00,67.74,hybrid_accept_high,instability_ay_only,85.59,100.0,3.135,straight,section2,design_regular_road,medium,32.769612,5.53378,3.26267,0.373201,0.44436,51.605,entry,-16.135,middle_section,section2,high,普通连接段,section2,high
vehicle_instability_onset__byx__2025_09_28_17_46_00__000081635,byx,2025_09_28_17_46_00,81.635,hybrid_review_conflict_or_medium,instability_ay_only,43.63,53.01,1.98,straight,section2,design_regular_road,high,4.533514,1.57264,0.106738,0.148633,0.578577,100.405,exit,18.77,middle_section,section2,high,普通连接段,section2,high
vehicle_instability_onset__byx__2025_09_28_17_46_00__000104925,byx,2025_09_28_17_46_00,104.925,hybrid_accept_high,instability_ay_only,73.58,96.31,0.015,straight,curve1,design_curve_context,high,8.153492,4.44394,0.9417,0.199116,0.545241,100.5,entry,-4.425,curve1,curve1,low,弯道路段,curve1,low
vehicle_instability_onset__byx__2025_09_28_17_46_00__000122685,byx,2025_09_28_17_46_00,122.685,hybrid_reject_low_evidence,instability_ay_only,37.46,38.17,,none,curve1,design_curve_context,high,3.772285,1.4496,0.094894,0.065398,0.431969,100.5,entry,-22.185,curve1,curve1,low,弯道路段,curve1,low
vehicle_instability_onset__byx__2025_09_28_17_46_00__000180830,byx,2025_09_28_17_46_00,180.83,hybrid_accept_medium,instability_ay_only,47.08,64.37,0.025,straight,section3,design_regular_road,low,283.183871,3.685,0.16886,0.146815,0.91752,168.105,entry,-12.725,middle_section,section3,low,普通连接段,section3,low
vehicle_instability_onset__byx__2025_09_28_17_46_00__000185200,byx,2025_09_28_17_46_00,185.2,hybrid_review_conflict_or_medium,instability_ay_only,38.9,47.53,,none,section3,design_regular_road,low,283.606799,2.07124,0.090022,0.126377,0.390866,201.5,exit,16.3,middle_section,section3,low,普通连接段,section3,low
vehicle_instability_onset__byx__2025_09_28_17_46_00__000198800,byx,2025_09_28_17_46_00,198.8,hybrid_accept_high,instability_ay_only,67.96,100.0,2.915,straight,section3,design_regular_road,low,279.293902,1.786,0.469045,0.29574,0.451866,201.5,exit,2.7,middle_section,section3,low,普通连接段,section3,low
vehicle_instability_onset__byx__2025_09_28_17_46_00__000205955,byx,2025_09_28_17_46_00,205.955,hybrid_accept_high,instability_ay_only,66.62,86.89,,none,fix_road,design_special_event_segment,low,281.389873,1.55578,0.469045,0.29574,0.351859,201.605,entry,-4.35,fix_road,fix_road,low,特殊道路段,fix_road,low
vehicle_instability_onset__byx__2025_09_28_17_46_00__000220375,byx,2025_09_28_17_46_00,220.375,hybrid_accept_medium,instability_ay_only,57.51,77.37,0.15,straight,fix_road,design_special_event_segment,low,282.117722,3.32754,0.223523,0.177593,0.539132,201.605,entry,-18.77,fix_road,fix_road,low,特殊道路段,fix_road,low
vehicle_instability_onset__byx__2025_09_28_17_46_00__000276415,byx,2025_09_28_17_46_00,276.415,hybrid_accept_high,instability_ay_only,67.64,84.5,0.03,straight,section4,design_regular_road,low,280.917425,2.70123,0.100674,0.298518,0.39427,282.305,exit,5.89,middle_section,section4,low,普通连接段,section4,low
vehicle_instability_onset__byx__2025_09_28_17_46_00__000305615,byx,2025_09_28_17_46_00,305.615,hybrid_accept_medium,instability_ay_only,60.58,77.03,0.465,straight,curve2,design_curve_context,low,349.534609,2.44941,0.210767,0.228844,0.38118,282.405,entry,-23.21,curve2,curve2,low,弯道路段,curve2,low
vehicle_instability_onset__byx__2025_09_28_17_46_00__000328295,byx,2025_09_28_17_46_00,328.295,hybrid_review_conflict_or_medium,instability_ay_only,41.28,45.55,1.56,straight,curve2,design_curve_context,very_low,820.70067,2.31378,0.094128,0.085362,0.582852,336.605,exit,8.31,curve2,curve2,low,弯道路段,curve2,low
vehicle_instability_onset__byx__2025_09_28_17_46_00__000336770,byx,2025_09_28_17_46_00,336.77,hybrid_accept_high,instability_ay_only,62.29,87.88,0.165,straight,section5,design_regular_road,very_low,1006.564113,3.95805,0.262857,0.247066,0.907746,336.7,entry,-0.07,middle_section,section5,very_low,普通连接段,section5,very_low
vehicle_instability_onset__byx__2025_09_28_17_46_00__000363710,byx,2025_09_28_17_46_00,363.71,hybrid_accept_high,instability_ay_only,74.03,100.0,0.365,straight,section5,design_regular_road,very_low,950.693697,5.1844,0.455444,0.339093,1.390674,370.5,exit,6.79,middle_section,section5,very_low,普通连接段,section5,very_low
vehicle_instability_onset__byx__2025_09_28_17_46_00__000397640,byx,2025_09_28_17_46_00,397.64,hybrid_reject_low_evidence,instability_ay_only,22.22,29.36,4.78,straight,stop,design_special_event_segment,very_low,859.379408,0.955223,0.065544,0.058102,0.307876,404.7,exit,7.06,stop,stop,very_low,特殊道路段,stop,very_low
vehicle_instability_onset__byx__2025_09_28_17_46_00__000400835,byx,2025_09_28_17_46_00,400.835,hybrid_reject_low_evidence,instability_ay_only,24.68,32.14,1.585,straight,stop,design_special_event_segment,very_low,850.638102,1.7607,0.065544,0.058102,0.287979,404.7,exit,3.865,stop,stop,very_low,特殊道路段,stop,very_low
vehicle_instability_onset__byx__2025_09_28_17_46_00__000458900,byx,2025_09_28_17_46_00,458.9,hybrid_reject_low_evidence,instability_ay_only,20.9,10.9,,none,mu1,design_high_risk_surface,very_low,676.435166,0.864946,0.058248,0.065082,0.200538,436.905,entry,-21.995,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__byx__2025_09_28_17_46_00__000466330,byx,2025_09_28_17_46_00,466.33,hybrid_review_conflict_or_medium,instability_ay_only,46.36,53.5,,none,mu1,design_high_risk_surface,very_low,654.871595,7.06482,0.050487,0.116675,0.230557,436.905,entry,-29.425,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__byx__2025_09_28_17_46_00__000505530,byx,2025_09_28_17_46_00,505.53,hybrid_accept_high,instability_ay_only,88.42,100.0,3.695,straight,mu1,design_high_risk_surface,low,334.834774,2.4546,0.939221,0.47234,0.475253,547.405,exit,41.875,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__byx__2025_09_28_17_46_00__000517985,byx,2025_09_28_17_46_00,517.985,hybrid_reject_low_evidence,instability_ay_only,35.71,42.16,1.07,straight,mu1,design_high_risk_surface,very_low,708.748721,2.47497,0.110227,0.085238,0.450121,547.405,exit,29.42,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__byx__2025_09_28_17_46_00__000527800,byx,2025_09_28_17_46_00,527.8,hybrid_accept_medium,instability_ay_only,59.39,81.9,0.97,straight,mu1,design_high_risk_surface,very_low,1022.696626,13.9236,0.200596,0.191164,0.7004,547.405,exit,19.605,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__cwh__2025_09_26_19_23_28__000070985,cwh,2025_09_26_19_23_28,70.985,hybrid_review_conflict_or_medium,instability_ay_only,38.84,49.84,1.075,straight,longstraight,design_regular_road,high,2.812668,2.25085,0.104037,0.074126,0.402298,72.905,exit,1.92,longstraight,longstraight,high,长直线路段,longstraight,high
vehicle_instability_onset__cwh__2025_09_26_19_23_28__000112070,cwh,2025_09_26_19_23_28,112.07,hybrid_reject_low_evidence,instability_ay_only,31.36,29.5,0.64,straight,curve1,design_curve_context,high,3.287375,1.97473,0.058343,0.083448,0.753459,105.5,entry,-6.57,curve1,curve1,medium,弯道路段,curve1,medium
vehicle_instability_onset__cwh__2025_09_26_19_23_28__000145910,cwh,2025_09_26_19_23_28,145.91,hybrid_accept_high,instability_ay_only,84.43,100.0,0.09,straight,curve1,design_curve_context,medium,20.4608,13.0846,1.38672,0.854072,1.63468,164.0,exit,18.09,curve1,curve1,medium,弯道路段,curve1,medium
vehicle_instability_onset__cwh__2025_09_26_19_27_21__000032815,cwh,2025_09_26_19_27_21,32.815,hybrid_reject_low_evidence,instability_ay_only,29.64,32.91,0.035,straight,section1,design_regular_road,high,2.744769,2.05754,0.079591,0.07549,0.487471,43.105,exit,10.29,middle_section,section1,high,普通连接段,section1,high
vehicle_instability_onset__cwh__2025_09_26_19_27_21__000055005,cwh,2025_09_26_19_27_21,55.005,hybrid_reject_low_evidence,instability_ay_only,34.89,37.69,0.01,straight,longstraight,design_regular_road,high,3.038671,2.47562,0.07003,0.092543,0.533634,56.7,exit,1.695,longstraight,longstraight,high,长直线路段,longstraight,high
vehicle_instability_onset__cwh__2025_09_26_19_27_21__000076705,cwh,2025_09_26_19_27_21,76.705,hybrid_accept_medium,instability_ay_only,42.25,57.2,0.84,straight,section2,design_regular_road,high,3.010607,3.30407,0.127776,0.109906,0.881915,92.805,exit,16.1,middle_section,section2,high,普通连接段,section2,high
vehicle_instability_onset__cwh__2025_09_26_19_27_21__000118990,cwh,2025_09_26_19_27_21,118.99,hybrid_accept_medium,instability_ay_only,58.41,72.47,,none,curve1,design_curve_context,high,1.25515,6.14308,0.206774,0.185581,0.280649,92.9,entry,-26.09,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__cwh__2025_09_26_19_27_21__000142935,cwh,2025_09_26_19_27_21,142.935,hybrid_reject_low_evidence,instability_ay_only,21.71,13.21,0.62,straight,curve1,design_curve_context,medium,48.436084,1.35995,0.072099,0.077186,0.187012,92.9,entry,-50.035,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__cwh__2025_09_26_19_27_21__000179505,cwh,2025_09_26_19_27_21,179.505,hybrid_accept_medium,instability_ay_only,51.98,77.74,0.13,curve,curve1,design_curve_context,very_low,1125.32132,4.32969,0.184092,0.181714,0.855211,92.9,entry,-86.605,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__cwh__2025_09_26_19_27_21__000271510,cwh,2025_09_26_19_27_21,271.51,hybrid_review_conflict_or_medium,instability_ay_only,35.27,46.36,1.415,curve,curve1,design_curve_context,very_low,4239.26246,2.12069,0.147588,0.10346,0.954957,433.9,exit,162.39,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__cwh__2025_09_26_19_27_21__000319295,cwh,2025_09_26_19_27_21,319.295,hybrid_reject_low_evidence,instability_ay_only,36.82,44.42,,none,curve1,design_curve_context,very_low,5572.380608,1.74006,0.042649,0.155329,0.284488,433.9,exit,114.605,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__cwh__2025_09_26_19_27_21__000323655,cwh,2025_09_26_19_27_21,323.655,hybrid_review_conflict_or_medium,instability_ay_only,40.84,52.65,,none,curve1,design_curve_context,very_low,5658.476591,3.29939,0.042649,0.155329,0.499513,433.9,exit,110.245,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__cwh__2025_09_26_19_27_21__000338165,cwh,2025_09_26_19_27_21,338.165,hybrid_reject_low_evidence,instability_ay_only,34.05,24.05,,none,curve1,design_curve_context,very_low,5779.533839,1.82907,0.029201,0.077832,0.215025,433.9,exit,95.735,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__cwh__2025_09_26_19_27_21__000369870,cwh,2025_09_26_19_27_21,369.87,hybrid_reject_low_evidence,instability_ay_only,25.3,25.75,,none,curve1,design_curve_context,very_low,5552.053286,,0.072179,0.069378,0.293739,433.9,exit,64.03,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__cwh__2025_09_26_19_27_21__000405910,cwh,2025_09_26_19_27_21,405.91,hybrid_accept_medium,instability_ay_only,48.58,69.43,3.88,curve,curve1,design_curve_context,very_low,5458.841321,3.29173,0.051124,0.228847,1.008625,433.9,exit,27.99,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__cwh__2025_09_26_19_35_47__000061055,cwh,2025_09_26_19_35_47,61.055,hybrid_reject_low_evidence,instability_ay_only,34.09,41.19,,none,section2,design_regular_road,high,3.590788,1.40617,0.134383,0.122313,0.31957,53.3,entry,-7.755,middle_section,section2,high,普通连接段,section2,high
vehicle_instability_onset__cwh__2025_09_26_19_35_47__000128565,cwh,2025_09_26_19_35_47,128.565,hybrid_accept_medium,instability_ay_only,41.25,56.26,3.99,curve,curve1,design_curve_context,high,1.666303,3.24079,0.055641,0.168147,0.539655,158.405,exit,29.84,curve1,curve1,low,弯道路段,curve1,low
vehicle_instability_onset__cwh__2025_09_26_19_35_47__000134990,cwh,2025_09_26_19_35_47,134.99,hybrid_accept_medium,instability_ay_only,58.42,77.6,,none,curve1,design_curve_context,medium,117.461864,5.61267,0.064943,0.247239,1.027383,158.405,exit,23.415,curve1,curve1,low,弯道路段,curve1,low
vehicle_instability_onset__cwh__2025_09_26_19_35_47__000164855,cwh,2025_09_26_19_35_47,164.855,hybrid_review_conflict_or_medium,instability_ay_only,38.38,52.45,0.95,straight,section3,design_regular_road,low,281.577344,2.32909,0.066279,0.071345,0.622908,158.5,entry,-6.355,middle_section,section3,low,普通连接段,section3,low
vehicle_instability_onset__cwh__2025_09_26_19_35_47__000263440,cwh,2025_09_26_19_35_47,263.44,hybrid_reject_low_evidence,instability_ay_only,34.42,35.55,,none,section4,design_regular_road,low,278.815149,2.43803,0.07711,0.098098,0.422544,273.1,exit,9.66,middle_section,section4,low,普通连接段,section4,low
vehicle_instability_onset__cwh__2025_09_26_19_35_47__000269950,cwh,2025_09_26_19_35_47,269.95,hybrid_accept_medium,instability_ay_only,59.06,74.72,,none,section4,design_regular_road,low,278.312312,5.32849,0.206009,0.211779,0.422544,273.1,exit,3.15,middle_section,section4,low,普通连接段,section4,low
vehicle_instability_onset__cwh__2025_09_26_19_35_47__000307250,cwh,2025_09_26_19_35_47,307.25,hybrid_reject_low_evidence,instability_ay_only,31.85,39.39,1.28,straight,curve2,design_curve_context,very_low,639.053194,2.09584,0.071891,0.066855,0.447153,323.605,exit,16.355,curve2,curve2,low,弯道路段,curve2,low
vehicle_instability_onset__cwh__2025_09_26_19_35_47__000325210,cwh,2025_09_26_19_35_47,325.21,hybrid_accept_medium,instability_ay_only,44.43,60.83,0.17,straight,section5,design_regular_road,very_low,1003.320343,3.53288,0.129679,0.136109,0.891165,323.7,entry,-1.51,middle_section,section5,very_low,普通连接段,section5,very_low
vehicle_instability_onset__cwh__2025_09_26_19_35_47__000351235,cwh,2025_09_26_19_35_47,351.235,hybrid_accept_medium,instability_ay_only,41.76,62.66,1.395,straight,stop,design_special_event_segment,very_low,929.002728,3.08218,0.160803,0.112837,0.709651,349.805,entry,-1.43,stop,stop,very_low,特殊道路段,stop,very_low
vehicle_instability_onset__cwh__2025_09_26_19_35_47__000413285,cwh,2025_09_26_19_35_47,413.285,hybrid_review_conflict_or_medium,instability_ay_only,39.67,53.91,0.885,straight,section6,design_regular_road,very_low,747.521007,2.87224,0.148958,0.120291,0.577355,417.2,exit,3.915,middle_section,section6,very_low,普通连接段,section6,very_low
vehicle_instability_onset__cwh__2025_09_26_19_35_47__000424475,cwh,2025_09_26_19_35_47,424.475,hybrid_review_conflict_or_medium,instability_ay_only,37.38,45.91,0.01,straight,mu1,design_high_risk_surface,very_low,721.098593,2.10865,0.079389,0.068967,0.660607,417.3,entry,-7.175,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__cwh__2025_09_26_19_35_47__000430895,cwh,2025_09_26_19_35_47,430.895,hybrid_reject_low_evidence,instability_ay_only,22.55,23.35,,none,mu1,design_high_risk_surface,very_low,703.151312,1.32184,0.059766,0.056443,0.198619,417.3,entry,-13.595,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__cwh__2025_09_26_19_35_47__000450020,cwh,2025_09_26_19_35_47,450.02,hybrid_reject_low_evidence,instability_ay_only,28.12,29.34,,none,mu1,design_high_risk_surface,very_low,648.006603,1.45793,0.039027,0.093289,0.177151,417.3,entry,-32.72,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__cwh__2025_09_26_19_35_47__000453095,cwh,2025_09_26_19_35_47,453.095,hybrid_accept_high,instability_ay_only,86.95,100.0,,none,mu1,design_high_risk_surface,very_low,632.052237,6.931,0.876661,0.307238,0.192684,417.3,entry,-35.795,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__cwh__2025_09_26_19_35_47__000489615,cwh,2025_09_26_19_35_47,489.615,hybrid_reject_low_evidence,instability_ay_only,25.45,34.07,,none,mu1,design_high_risk_surface,low,190.120117,1.88136,0.043256,0.071496,0.379086,549.405,exit,59.79,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__cwh__2025_09_26_19_35_47__000527630,cwh,2025_09_26_19_35_47,527.63,hybrid_accept_medium,instability_ay_only,57.8,80.0,1.26,curve,mu1,design_high_risk_surface,very_low,1185.346216,5.35012,0.057361,0.306978,0.401601,549.405,exit,21.775,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__cwh__2025_09_26_19_45_40__000000555,cwh,2025_09_26_19_45_40,0.555,hybrid_review_conflict_or_medium,instability_roll_only,45.39,52.12,,none,section1,design_regular_road,high,8.503627,0.522491,1.00628,0.030489,0.45396,0.0,entry,-0.555,middle_section,section1,high,普通连接段,section1,high
vehicle_instability_onset__cwh__2025_09_26_19_45_40__000061095,cwh,2025_09_26_19_45_40,61.095,hybrid_accept_high,instability_ay_only,76.56,100.0,0.03,straight,section2,design_regular_road,high,3.175586,4.75642,0.741831,0.232839,1.102874,56.305,entry,-4.79,middle_section,section2,high,普通连接段,section2,high
